GEOID,LandSQMI,NAME,estimate_B01001_001,moe_B01001_001,people_per_sqmi
530330322032,0.8552,"Block Group 2, Census Tract 322.03, King County, Washington",1534,249,1793.7324602432182
530330322033,1.8954,"Block Group 3, Census Tract 322.03, King County, Washington",3064,456,1616.545320249024
530330322034,0.3742,"Block Group 4, Census Tract 322.03, King County, Washington",1169,254,3123.997862105826
530330322071,0.3239,"Block Group 1, Census Tract 322.07, King County, Washington",1565,185,4831.73819079963
530330322072,0.4137,"Block Group 2, Census Tract 322.07, King County, Washington",942,198,2277.012327773749
530330322073,1.028,"Block Group 3, Census Tract 322.07, King County, Washington",1364,210,1326.8482490272372
530330322081,0.6459,"Block Group 1, Census Tract 322.08, King County, Washington",1706,306,2641.275739278526
530330322082,0.1902,"Block Group 2, Census Tract 322.08, King County, Washington",870,192,4574.132492113565
530330322083,2.0469,"Block Group 3, Census Tract 322.08, King County, Washington",1965,318,959.988274952367
530330322084,0.5358,"Block Group 4, Census Tract 322.08, King County, Washington",2175,406,4059.3505039193724
530330322085,0.8353,"Block Group 5, Census Tract 322.08, King County, Washington",2933,558,3511.313300610559
530330322101,8.8629,"Block Group 1, Census Tract 322.10, King County, Washington",1721,438,194.1802344605039
530330322102,4.9661,"Block Group 2, Census Tract 322.10, King County, Washington",5280,739,1063.2085539960935
530330322103,2.3105,"Block Group 3, Census Tract 322.10, King County, Washington",8207,708,3552.0450119021853
530330322111,0.5248,"Block Group 1, Census Tract 322.11, King County, Washington",1756,258,3346.036585365853
530330322112,0.4367,"Block Group 2, Census Tract 322.11, King County, Washington",1708,232,3911.15182047172
530330322113,0.1874,"Block Group 3, Census Tract 322.11, King County, Washington",1583,207,8447.171824973319
530330322121,0.3605,"Block Group 1, Census Tract 322.12, King County, Washington",2741,488,7603.328710124827
530330322122,0.2779,"Block Group 2, Census Tract 322.12, King County, Washington",929,279,3342.929111191076
530330322123,0.3178,"Block Group 3, Census Tract 322.12, King County, Washington",1918,365,6035.242290748898
530330322124,0.3459,"Block Group 4, Census Tract 322.12, King County, Washington",2621,434,7577.334489736919
530330322131,0.6194,"Block Group 1, Census Tract 322.13, King County, Washington",991,232,1599.9354213755248
530330322132,0.3419,"Block Group 2, Census Tract 322.13, King County, Washington",1196,218,3498.0988593155894
530330322133,0.6361,"Block Group 3, Census Tract 322.13, King County, Washington",2119,235,3331.237226851124
530330322141,1.108,"Block Group 1, Census Tract 322.14, King County, Washington",2004,303,1808.6642599277977
530330322142,0.4618,"Block Group 2, Census Tract 322.14, King County, Washington",2805,334,6074.058033780858
530330322143,1.0106,"Block Group 3, Census Tract 322.14, King County, Washington",2067,283,2045.319612111617
530330322151,1.5253,"Block Group 1, Census Tract 322.15, King County, Washington",2022,293,1325.6408575362223
530330322152,4.6557,"Block Group 2, Census Tract 322.15, King County, Washington",3167,290,680.2414244904096
530330323071,1.2389,"Block Group 1, Census Tract 323.07, King County, Washington",1738,342,1402.8573734764711
530330323072,1.027,"Block Group 2, Census Tract 323.07, King County, Washington",1204,231,1172.3466407010712
530330323073,0.9935,"Block Group 3, Census Tract 323.07, King County, Washington",1163,224,1170.608958228485
530330323074,0.7101,"Block Group 4, Census Tract 323.07, King County, Washington",1128,293,1588.5086607520068
530330323075,0.535,"Block Group 5, Census Tract 323.07, King County, Washington",801,280,1497.196261682243
530330323091,1.3444,"Block Group 1, Census Tract 323.09, King County, Washington",1580,297,1175.2454626599226
530330323092,0.4691,"Block Group 2, Census Tract 323.09, King County, Washington",5193,498,11070.134299722873
530330323093,0.5664,"Block Group 3, Census Tract 323.09, King County, Washington",2069,418,3652.8954802259886
530330323111,2.8638,"Block Group 1, Census Tract 323.11, King County, Washington",959,177,334.86975347440466
530330323112,0.8111,"Block Group 2, Census Tract 323.11, King County, Washington",1567,404,1931.944273209222
530330323113,1.7899,"Block Group 3, Census Tract 323.11, King County, Washington",1195,255,667.6350634113637
530330323114,1.5582,"Block Group 4, Census Tract 323.11, King County, Washington",1246,266,799.6406109613656
530330323115,2.0435,"Block Group 5, Census Tract 323.11, King County, Washington",869,205,425.25079520430637
530330323131,1.7771,"Block Group 1, Census Tract 323.13, King County, Washington",984,241,553.7111023577739
530330323132,2.0915,"Block Group 2, Census Tract 323.13, King County, Washington",1417,296,677.5041836002869
530330323133,0.8664,"Block Group 3, Census Tract 323.13, King County, Washington",830,184,957.9870729455217
530330323134,0.3203,"Block Group 4, Census Tract 323.13, King County, Washington",3627,447,11323.758975960038
530330323151,10.2054,"Block Group 1, Census Tract 323.15, King County, Washington",1771,262,173.53557920316698
530330323152,3.0814,"Block Group 2, Census Tract 323.15, King County, Washington",1659,208,538.391640163562
530330323153,3.8936,"Block Group 3, Census Tract 323.15, King County, Washington",1905,264,489.2644339428806
530330323161,0.3317,"Block Group 1, Census Tract 323.16, King County, Washington",753,153,2270.123605667772
530330323162,0.8344,"Block Group 2, Census Tract 323.16, King County, Washington",1797,281,2153.6433365292423
530330323163,0.9312,"Block Group 3, Census Tract 323.16, King County, Washington",1558,195,1673.1099656357387
530330323164,0.3063,"Block Group 4, Census Tract 323.16, King County, Washington",1355,217,4423.767548155403
530330323171,0.6406,"Block Group 1, Census Tract 323.17, King County, Washington",1837,349,2867.6241024039964
530330323172,0.2567,"Block Group 2, Census Tract 323.17, King County, Washington",1474,259,5742.111414102065
530330323173,0.1901,"Block Group 3, Census Tract 323.17, King County, Washington",1034,325,5439.242503945292
530330323174,0.3582,"Block Group 4, Census Tract 323.17, King County, Washington",1068,313,2981.574539363484
530330323175,0.251,"Block Group 5, Census Tract 323.17, King County, Washington",1135,211,4521.9123505976095
530330323181,1.9059,"Block Group 1, Census Tract 323.18, King County, Washington",2282,388,1197.3345925809328
530330323182,0.1964,"Block Group 2, Census Tract 323.18, King County, Washington",1638,450,8340.122199592668
530330323183,0.1561,"Block Group 3, Census Tract 323.18, King County, Washington",1104,249,7072.389493914158
530330323184,0.5812,"Block Group 4, Census Tract 323.18, King County, Washington",2091,369,3597.7288368891946
530330323191,0.8922,"Block Group 1, Census Tract 323.19, King County, Washington",661,230,740.865276843757
530330323192,0.5648,"Block Group 2, Census Tract 323.19, King County, Washington",2213,378,3918.201133144476
530330323193,0.5584,"Block Group 3, Census Tract 323.19, King County, Washington",1866,416,3341.6905444126073
530330323194,0.6157,"Block Group 4, Census Tract 323.19, King County, Washington",1254,241,2036.7061880786096
530330323201,1.2327,"Block Group 1, Census Tract 323.20, King County, Washington",1449,224,1175.4684838160138
530330323202,1.0221,"Block Group 2, Census Tract 323.20, King County, Washington",1577,229,1542.9018687016926
530330323203,1.4344,"Block Group 3, Census Tract 323.20, King County, Washington",1633,191,1138.4551031790297
530330323211,0.7605,"Block Group 1, Census Tract 323.21, King County, Washington",1116,203,1467.4556213017752
530330323212,1.1569,"Block Group 2, Census Tract 323.21, King County, Washington",975,195,842.7694701357075
530330323213,2.2397,"Block Group 3, Census Tract 323.21, King County, Washington",2564,340,1144.7961780595615
530330323214,0.7352,"Block Group 4, Census Tract 323.21, King County, Washington",2000,290,2720.3482045701853
530330323221,0.9122,"Block Group 1, Census Tract 323.22, King County, Washington",1127,183,1235.4746766060075
530330323222,0.5217,"Block Group 2, Census Tract 323.22, King County, Washington",786,189,1506.612995974698
530330323223,0.3518,"Block Group 3, Census Tract 323.22, King County, Washington",1535,207,4363.2745878339965
530330323231,0.4276,"Block Group 1, Census Tract 323.23, King County, Washington",1667,326,3898.503274087933
530330323232,0.3063,"Block Group 2, Census Tract 323.23, King County, Washington",1536,264,5014.6914789422135
530330323233,0.3054,"Block Group 3, Census Tract 323.23, King County, Washington",1742,353,5703.994760969221
530330323234,0.2317,"Block Group 4, Census Tract 323.23, King County, Washington",1116,234,4816.573154941735
530330323241,0.1796,"Block Group 1, Census Tract 323.24, King County, Washington",970,434,5400.890868596882
530330323242,0.1794,"Block Group 2, Census Tract 323.24, King County, Washington",1574,272,8773.690078037904
530330323243,0.1355,"Block Group 3, Census Tract 323.24, King County, Washington",1855,442,13690.036900369003
530330323244,0.2964,"Block Group 4, Census Tract 323.24, King County, Washington",1667,328,5624.156545209177
530330323251,0.1139,"Block Group 1, Census Tract 323.25, King County, Washington",643,209,5645.302897278314
530330323252,0.3505,"Block Group 2, Census Tract 323.25, King County, Washington",2427,421,6924.393723252497
530330323253,0.39,"Block Group 3, Census Tract 323.25, King County, Washington",2956,535,7579.48717948718
530330323261,1.5016,"Block Group 1, Census Tract 323.26, King County, Washington",1317,176,877.0644645711241
530330323262,1.704,"Block Group 2, Census Tract 323.26, King County, Washington",1496,184,877.9342723004695
530330323263,0.8332,"Block Group 3, Census Tract 323.26, King County, Washington",854,136,1024.9639942390781
530330323271,3.8896,"Block Group 1, Census Tract 323.27, King County, Washington",3377,214,868.2126696832579
530330323272,2.3374,"Block Group 2, Census Tract 323.27, King County, Washington",936,163,400.4449388209121
530330323281,1.2289,"Block Group 1, Census Tract 323.28, King County, Washington",1209,218,983.8066563593457
530330323282,1.1808,"Block Group 2, Census Tract 323.28, King County, Washington",942,215,797.7642276422764
530330323283,0.8739,"Block Group 3, Census Tract 323.28, King County, Washington",1284,263,1469.2756608307586
530330323291,1.5591,"Block Group 1, Census Tract 323.29, King County, Washington",3670,463,2353.922134564813
530330323292,2.1742,"Block Group 2, Census Tract 323.29, King County, Washington",5256,454,2417.4408978014903
530330324011,14.3949,"Block Group 1, Census Tract 324.01, King County, Washington",1486,503,103.23100542553266
530330324012,3.5568,"Block Group 2, Census Tract 324.01, King County, Washington",2049,461,576.0796221322537
530330324013,0.4884,"Block Group 3, Census Tract 324.01, King County, Washington",1697,368,3474.6109746109746
530330324014,3.1622,"Block Group 4, Census Tract 324.01, King County, Washington",942,367,297.8938713553855
530330324021,0.5884,"Block Group 1, Census Tract 324.02, King County, Washington",2369,464,4026.1726716519374
530330324022,0.7294,"Block Group 2, Census Tract 324.02, King County, Washington",2147,394,2943.5152179873867
530330324023,1.5042,"Block Group 3, Census Tract 324.02, King County, Washington",1628,303,1082.3028852546204
530330324024,6.8828,"Block Group 4, Census Tract 324.02, King County, Washington",881,466,128.00023246353229
530330325001,54.3424,"Block Group 1, Census Tract 325, King County, Washington",1445,237,26.59065481097633
530330325002,20.4163,"Block Group 2, Census Tract 325, King County, Washington",1463,333,71.6584297840451
530330325003,1.0044,"Block Group 3, Census Tract 325, King County, Washington",827,222,823.3771405814417
530330325004,6.8308,"Block Group 4, Census Tract 325, King County, Washington",1712,218,250.6295016689114
530330326011,1.2369,"Block Group 1, Census Tract 326.01, King County, Washington",2030,441,1641.1997736276173
530330326012,22.4396,"Block Group 2, Census Tract 326.01, King County, Washington",1136,325,50.62478832064743
530330326021,2.3753,"Block Group 1, Census Tract 326.02, King County, Washington",4114,486,1731.991748410727
530330326022,2.7242,"Block Group 2, Census Tract 326.02, King County, Washington",1408,423,516.8489831877248
530330326023,4.5434,"Block Group 3, Census Tract 326.02, King County, Washington",5364,562,1180.6136373640886
530330326024,2.0101,"Block Group 4, Census Tract 326.02, King County, Washington",3605,406,1793.443112282971
530330327021,4.0199,"Block Group 1, Census Tract 327.02, King County, Washington",1245,261,309.70919674618773
530330327022,15.8342,"Block Group 2, Census Tract 327.02, King County, Washington",1496,502,94.4790390420735
530330327023,1.7472,"Block Group 3, Census Tract 327.02, King County, Washington",1178,293,674.2216117216117
530330327024,0.2001,"Block Group 4, Census Tract 327.02, King County, Washington",1145,334,5722.138930534733
530330327025,175.2587,"Block Group 5, Census Tract 327.02, King County, Washington",987,452,5.63167477563168
530330327026,0.2172,"Block Group 6, Census Tract 327.02, King County, Washington",777,263,3577.3480662983425
530330327031,1.3124,"Block Group 1, Census Tract 327.03, King County, Washington",1431,185,1090.368790003048
530330327032,2.6719,"Block Group 2, Census Tract 327.03, King County, Washington",1055,226,394.85010666566865
530330327041,2.0458,"Block Group 1, Census Tract 327.04, King County, Washington",2480,430,1212.2397106266499
530330327042,1.3862,"Block Group 2, Census Tract 327.04, King County, Washington",1680,325,1211.9463280911843
530330327043,2.6858,"Block Group 3, Census Tract 327.04, King County, Washington",1407,423,523.86625958746
530330327044,0.5081,"Block Group 4, Census Tract 327.04, King County, Washington",1759,583,3461.9169454831726
530330328001,48.8179,"Block Group 1, Census Tract 328, King County, Washington",832,158,17.042928925660465
530330328002,79.355,"Block Group 2, Census Tract 328, King County, Washington",1280,176,16.13004851616155
530330328003,408.6238,"Block Group 3, Census Tract 328, King County, Washington",445,112,1.089021246437432
530350801011,0.3072,"Block Group 1, Census Tract 801.01, Kitsap County, Washington",1532,361,4986.979166666667
530350801012,0.5509,"Block Group 2, Census Tract 801.01, Kitsap County, Washington",1564,218,2838.9907424214925
530350801021,0.3853,"Block Group 1, Census Tract 801.02, Kitsap County, Washington",1859,397,4824.811834933818
530350801022,0.249,"Block Group 2, Census Tract 801.02, Kitsap County, Washington",1810,344,7269.076305220883
530350801023,0.2747,"Block Group 3, Census Tract 801.02, Kitsap County, Washington",1678,450,6108.4819803421915
530350802001,0.6684,"Block Group 1, Census Tract 802, Kitsap County, Washington",1716,349,2567.3249551166964
530350802002,0.2923,"Block Group 2, Census Tract 802, Kitsap County, Washington",1943,315,6647.280191583989
530350803001,0.3569,"Block Group 1, Census Tract 803, Kitsap County, Washington",1704,276,4774.446623704119
530350803002,0.2862,"Block Group 2, Census Tract 803, Kitsap County, Washington",1728,235,6037.735849056604
530350804001,0.1891,"Block Group 1, Census Tract 804, Kitsap County, Washington",1300,251,6874.669487043892
530350804002,0.2812,"Block Group 2, Census Tract 804, Kitsap County, Washington",1006,178,3577.524893314367
530350804003,0.6241,"Block Group 3, Census Tract 804, Kitsap County, Washington",1247,239,1998.0772312129466
530350805001,0.2356,"Block Group 1, Census Tract 805, Kitsap County, Washington",1881,299,7983.870967741936
530350805002,0.1763,"Block Group 2, Census Tract 805, Kitsap County, Washington",1097,244,6222.348269994327
530350806001,0.2548,"Block Group 1, Census Tract 806, Kitsap County, Washington",1217,354,4776.29513343799
530350806002,0.151,"Block Group 2, Census Tract 806, Kitsap County, Washington",938,317,6211.920529801325
530350806003,0.1624,"Block Group 3, Census Tract 806, Kitsap County, Washington",641,365,3947.0443349753696
530350806004,0.1529,"Block Group 4, Census Tract 806, Kitsap County, Washington",1250,336,8175.277959450621
530350806005,0.1817,"Block Group 5, Census Tract 806, Kitsap County, Washington",988,353,5437.534397358283
530350807001,0.5421,"Block Group 1, Census Tract 807, Kitsap County, Washington",1318,265,2431.2857406382586
530350807002,0.4059,"Block Group 2, Census Tract 807, Kitsap County, Washington",995,200,2451.3426952451346
530350807003,0.5204,"Block Group 3, Census Tract 807, Kitsap County, Washington",979,216,1881.2451960030746
530350808001,0.1959,"Block Group 1, Census Tract 808, Kitsap County, Washington",899,183,4589.076059213885
530350808002,0.227,"Block Group 2, Census Tract 808, Kitsap County, Washington",1287,199,5669.6035242290745
530350809001,3.2262,"Block Group 1, Census Tract 809, Kitsap County, Washington",1058,285,327.9399913210588
530350809002,0.7186,"Block Group 2, Census Tract 809, Kitsap County, Washington",1738,440,2418.591706095185
530350809003,0.702,"Block Group 3, Census Tract 809, Kitsap County, Washington",1021,242,1454.4159544159545
530350809004,0.6425,"Block Group 4, Census Tract 809, Kitsap County, Washington",1001,322,1557.9766536964983
530350810001,0.3357,"Block Group 1, Census Tract 810, Kitsap County, Washington",752,216,2240.095323205243
530350810002,0.3961,"Block Group 2, Census Tract 810, Kitsap County, Washington",1602,465,4044.4332239333503
530350810003,0.4804,"Block Group 3, Census Tract 810, Kitsap County, Washington",2440,485,5079.1007493755205
530350811001,0.261,"Block Group 1, Census Tract 811, Kitsap County, Washington",1193,247,4570.88122605364
530350811002,0.3166,"Block Group 2, Census Tract 811, Kitsap County, Washington",1720,300,5432.722678458623
530350812001,0.1576,"Block Group 1, Census Tract 812, Kitsap County, Washington",1385,181,8788.071065989849
530350812002,0.1803,"Block Group 2, Census Tract 812, Kitsap County, Washington",1212,302,6722.129783693844
530350814001,0.6542,"Block Group 1, Census Tract 814, Kitsap County, Washington",3073,480,4697.340262916539
530350901011,7.4389,"Block Group 1, Census Tract 901.01, Kitsap County, Washington",3002,434,403.55428894056917
530350901012,4.2285,"Block Group 2, Census Tract 901.01, Kitsap County, Washington",914,176,216.1522998699302
530350901013,6.143,"Block Group 3, Census Tract 901.01, Kitsap County, Washington",2619,648,426.33892235064303
530350901021,4.2927,"Block Group 1, Census Tract 901.02, Kitsap County, Washington",2697,409,628.275910266266
530350901022,6.153,"Block Group 2, Census Tract 901.02, Kitsap County, Washington",2219,429,360.63708759954494
530350901023,8.7641,"Block Group 3, Census Tract 901.02, Kitsap County, Washington",1073,256,122.43128216245822
530350902011,4.0261,"Block Group 1, Census Tract 902.01, Kitsap County, Washington",2676,306,664.6630734457665
530350902012,0.739,"Block Group 2, Census Tract 902.01, Kitsap County, Washington",493,166,667.1177266576454
530350902013,1.6199,"Block Group 3, Census Tract 902.01, Kitsap County, Washington",1560,258,963.0224087906662
530350902021,9.1018,"Block Group 1, Census Tract 902.02, Kitsap County, Washington",1295,307,142.27954910017797
530350902022,7.4494,"Block Group 2, Census Tract 902.02, Kitsap County, Washington",2503,302,336.0002147823986
530350902023,3.605,"Block Group 3, Census Tract 902.02, Kitsap County, Washington",1508,338,418.30790568654646
530350903001,0.7747,"Block Group 1, Census Tract 903, Kitsap County, Washington",3214,613,4148.702723634955
530350903002,0.9396,"Block Group 2, Census Tract 903, Kitsap County, Washington",1152,319,1226.0536398467434
530350903003,1.2646,"Block Group 3, Census Tract 903, Kitsap County, Washington",1061,335,839.0004744583268
530350903004,8.1277,"Block Group 4, Census Tract 903, Kitsap County, Washington",1079,153,132.7558841984817
530350904001,5.1745,"Block Group 1, Census Tract 904, Kitsap County, Washington",2233,274,431.5392791574065
530350904002,3.6756,"Block Group 2, Census Tract 904, Kitsap County, Washington",2753,374,748.9933616280334
530350905011,1.3411,"Block Group 1, Census Tract 905.01, Kitsap County, Washington",1209,318,901.4987696666916
530350905012,0.4982,"Block Group 2, Census Tract 905.01, Kitsap County, Washington",2206,343,4427.940586109996
530350905013,0.3942,"Block Group 3, Census Tract 905.01, Kitsap County, Washington",837,191,2123.2876712328766
530350905021,1.2851,"Block Group 1, Census Tract 905.02, Kitsap County, Washington",1682,332,1308.8475605011283
530350905022,0.6112,"Block Group 2, Census Tract 905.02, Kitsap County, Washington",2220,312,3632.198952879581
530350905023,0.8204,"Block Group 3, Census Tract 905.02, Kitsap County, Washington",1169,208,1424.914675767918
530350907001,1.385,"Block Group 1, Census Tract 907, Kitsap County, Washington",1852,338,1337.1841155234656
530350907002,2.5406,"Block Group 2, Census Tract 907, Kitsap County, Washington",1627,390,640.3999055341258
530350907003,2.4699,"Block Group 3, Census Tract 907, Kitsap County, Washington",1639,261,663.5896190129155
530350908001,2.7098,"Block Group 1, Census Tract 908, Kitsap County, Washington",895,179,330.28267768839027
530350908002,2.2297,"Block Group 2, Census Tract 908, Kitsap County, Washington",1273,232,570.928824505539
530350908003,2.2737,"Block Group 3, Census Tract 908, Kitsap County, Washington",1947,226,856.3134978229318
530350909001,0.4157,"Block Group 1, Census Tract 909, Kitsap County, Washington",1525,281,3668.5109453933123
530350909002,0.5718,"Block Group 2, Census Tract 909, Kitsap County, Washington",2149,446,3758.30710038475
530350909003,0.88,"Block Group 3, Census Tract 909, Kitsap County, Washington",2270,418,2579.5454545454545
530350909004,1.0841,"Block Group 4, Census Tract 909, Kitsap County, Washington",1870,414,1724.9331242505302
530350910001,3.1592,"Block Group 1, Census Tract 910, Kitsap County, Washington",2008,330,635.6039503671816
530350910002,2.3199,"Block Group 2, Census Tract 910, Kitsap County, Washington",1961,583,845.2950558213715
530350910003,2.6789,"Block Group 3, Census Tract 910, Kitsap County, Washington",1473,270,549.8525514203591
530350910004,2.8929,"Block Group 4, Census Tract 910, Kitsap County, Washington",1997,425,690.3107608282346
530350911001,1.6493,"Block Group 1, Census Tract 911, Kitsap County, Washington",1401,278,849.4512823622143
530350911002,2.6293,"Block Group 2, Census Tract 911, Kitsap County, Washington",1937,294,736.6979804510705
530350911003,3.386,"Block Group 3, Census Tract 911, Kitsap County, Washington",1830,310,540.4607206142941
530350912011,1.268,"Block Group 1, Census Tract 912.01, Kitsap County, Washington",2010,282,1585.173501577287
530350912012,0.9591,"Block Group 2, Census Tract 912.01, Kitsap County, Washington",2513,338,2620.1647377749973
530350912031,0.6241,"Block Group 1, Census Tract 912.03, Kitsap County, Washington",1163,285,1863.4834161192116
530350912032,0.6302,"Block Group 2, Census Tract 912.03, Kitsap County, Washington",2913,497,4622.342113614725
530350912033,1.0074,"Block Group 3, Census Tract 912.03, Kitsap County, Washington",2674,424,2654.357752630534
530350912034,0.1059,"Block Group 4, Census Tract 912.03, Kitsap County, Washington",1418,351,13389.990557129368
530350912041,0.5245,"Block Group 1, Census Tract 912.04, Kitsap County, Washington",1524,286,2905.624404194471
530350912042,0.8483,"Block Group 2, Census Tract 912.04, Kitsap County, Washington",1950,228,2298.71507721325
530350913011,3.1138,"Block Group 1, Census Tract 913.01, Kitsap County, Washington",769,218,246.965123000835
530350913012,6.0056,"Block Group 2, Census Tract 913.01, Kitsap County, Washington",2083,363,346.842946583189
530350913013,4.4067,"Block Group 3, Census Tract 913.01, Kitsap County, Washington",1386,260,314.5210701885765
530350913021,2.485,"Block Group 1, Census Tract 913.02, Kitsap County, Washington",831,258,334.40643863179076
530350913022,1.3585,"Block Group 2, Census Tract 913.02, Kitsap County, Washington",1707,348,1256.532940743467
530350913023,2.5275,"Block Group 3, Census Tract 913.02, Kitsap County, Washington",919,255,363.6003956478734
530350913024,2.6154,"Block Group 4, Census Tract 913.02, Kitsap County, Washington",1130,342,432.05628202187046
530350913025,4.2332,"Block Group 5, Census Tract 913.02, Kitsap County, Washington",1198,296,283.0010394028158
530350914001,2.2005,"Block Group 1, Census Tract 914, Kitsap County, Washington",1939,294,881.163371960918
530350914002,0.97,"Block Group 2, Census Tract 914, Kitsap County, Washington",1657,314,1708.2474226804125
530350915001,0.7626,"Block Group 1, Census Tract 915, Kitsap County, Washington",1600,299,2098.0854969840025
530350915002,0.7447,"Block Group 2, Census Tract 915, Kitsap County, Washington",1148,208,1541.5603598764603
530350915003,0.4573,"Block Group 3, Census Tract 915, Kitsap County, Washington",1589,264,3474.743057074131
530350916001,0.8639,"Block Group 1, Census Tract 916, Kitsap County, Washington",1051,227,1216.5759925917353
530350916002,0.3652,"Block Group 2, Census Tract 916, Kitsap County, Washington",2322,475,6358.159912376779
530350916003,0.4612,"Block Group 3, Census Tract 916, Kitsap County, Washington",1790,453,3881.179531656548
530350916004,0.2874,"Block Group 4, Census Tract 916, Kitsap County, Washington",1650,491,5741.127348643006
530350917001,0.5274,"Block Group 1, Census Tract 917, Kitsap County, Washington",1099,244,2083.8073568448995
530350917002,1.4049,"Block Group 2, Census Tract 917, Kitsap County, Washington",3057,436,2175.955584027333
530350917003,0.545,"Block Group 3, Census Tract 917, Kitsap County, Washington",1884,542,3456.880733944954
530350917004,0.3751,"Block Group 4, Census Tract 917, Kitsap County, Washington",2318,481,6179.685417222075
530350918001,1.8634,"Block Group 1, Census Tract 918, Kitsap County, Washington",1676,239,899.4311473650317
530350918002,0.6885,"Block Group 2, Census Tract 918, Kitsap County, Washington",1304,232,1893.9724037763253
530350919001,0.4929,"Block Group 1, Census Tract 919, Kitsap County, Washington",2718,393,5514.303104077906
530350919002,0.5329,"Block Group 2, Census Tract 919, Kitsap County, Washington",781,238,1465.5657721899042
530350919003,0.5012,"Block Group 3, Census Tract 919, Kitsap County, Washington",986,234,1967.2785315243416
530350920001,26.8915,"Block Group 1, Census Tract 920, Kitsap County, Washington",1570,421,58.38276035178402
530350920002,31.0667,"Block Group 2, Census Tract 920, Kitsap County, Washington",1756,363,56.52354450263465
530350920003,15.3278,"Block Group 3, Census Tract 920, Kitsap County, Washington",1877,500,122.45723456725688
530350921001,5.1498,"Block Group 1, Census Tract 921, Kitsap County, Washington",2265,439,439.8229057439124
530350921002,12.9411,"Block Group 2, Census Tract 921, Kitsap County, Washington",2075,457,160.34185656551605
530350921003,8.7838,"Block Group 3, Census Tract 921, Kitsap County, Washington",4083,612,464.83298800063756
530350922001,0.4531,"Block Group 1, Census Tract 922, Kitsap County, Washington",1841,406,4063.120723902008
530350922002,0.7848,"Block Group 2, Census Tract 922, Kitsap County, Washington",1396,283,1778.7971457696226
530350922003,0.3827,"Block Group 3, Census Tract 922, Kitsap County, Washington",1783,445,4659.001829108963
530350922004,0.5219,"Block Group 4, Census Tract 922, Kitsap County, Washington",2120,476,4062.0808584019924
530350923001,0.8733,"Block Group 1, Census Tract 923, Kitsap County, Washington",2270,566,2599.335852513455
530350923002,0.6282,"Block Group 2, Census Tract 923, Kitsap County, Washington",1265,319,2013.6899076727157
530350923003,1.3734,"Block Group 3, Census Tract 923, Kitsap County, Washington",2781,666,2024.9017038007864
530350924001,0.4194,"Block Group 1, Census Tract 924, Kitsap County, Washington",1987,427,4737.720553171197
530350924002,0.3455,"Block Group 2, Census Tract 924, Kitsap County, Washington",1696,448,4908.827785817656
530350924003,1.0888,"Block Group 3, Census Tract 924, Kitsap County, Washington",1237,381,1136.1131520940485
530350924004,0.504,"Block Group 4, Census Tract 924, Kitsap County, Washington",1027,341,2037.6984126984128
530350925001,2.0309,"Block Group 1, Census Tract 925, Kitsap County, Washington",1693,401,833.6205623122754
530350925002,0.6128,"Block Group 2, Census Tract 925, Kitsap County, Washington",1561,362,2547.3237597911225
530350925003,0.3674,"Block Group 3, Census Tract 925, Kitsap County, Washington",684,287,1861.7310832879696
530350925004,1.6814,"Block Group 4, Census Tract 925, Kitsap County, Washington",1436,398,854.0501962650172
530350926001,0.6106,"Block Group 1, Census Tract 926, Kitsap County, Washington",24,38,39.305601048149356
530350926002,2.1883,"Block Group 2, Census Tract 926, Kitsap County, Washington",1670,378,763.1494767627839
530350926003,0.3385,"Block Group 3, Census Tract 926, Kitsap County, Washington",1215,301,3589.364844903988
530350926004,0.6242,"Block Group 4, Census Tract 926, Kitsap County, Washington",1716,348,2749.1188721563603
530350926005,0.8769,"Block Group 5, Census Tract 926, Kitsap County, Washington",1841,549,2099.441213365264
530350927011,3.5742,"Block Group 1, Census Tract 927.01, Kitsap County, Washington",1687,242,471.9937328632981
530350927012,4.387,"Block Group 2, Census Tract 927.01, Kitsap County, Washington",1550,265,353.3166172783223
530350927013,1.494,"Block Group 3, Census Tract 927.01, Kitsap County, Washington",1486,289,994.6452476572958
530350927041,3.1267,"Block Group 1, Census Tract 927.04, Kitsap County, Washington",1928,330,616.6245562414047
530350927042,3.806,"Block Group 2, Census Tract 927.04, Kitsap County, Washington",1250,332,328.4287966368891
530350928011,1.2367,"Block Group 1, Census Tract 928.01, Kitsap County, Washington",1283,220,1037.4383439799467
530350928012,1.083,"Block Group 2, Census Tract 928.01, Kitsap County, Washington",1313,222,1212.3730378578025
530350928013,2.2249,"Block Group 3, Census Tract 928.01, Kitsap County, Washington",1944,298,873.7471347026833
530350928021,2.3759,"Block Group 1, Census Tract 928.02, Kitsap County, Washington",1426,258,600.1936108422071
530350928022,3.37,"Block Group 2, Census Tract 928.02, Kitsap County, Washington",1340,280,397.6261127596439
530350928023,4.5096,"Block Group 3, Census Tract 928.02, Kitsap County, Washington",1554,332,344.598190526876
530350928031,4.219,"Block Group 1, Census Tract 928.03, Kitsap County, Washington",1841,317,436.3593268547049
530350928032,2.7682,"Block Group 2, Census Tract 928.03, Kitsap County, Washington",1068,257,385.8102738241456
530350929011,2.567,"Block Group 1, Census Tract 929.01, Kitsap County, Washington",1242,327,483.83326840670037
530350929012,14.9019,"Block Group 2, Census Tract 929.01, Kitsap County, Washington",1787,327,119.91759440071401
