GEOID,spatialmismatch,total,english_only,english_verywell,english_well,english_notwell,english_notatall,english_better,english_worse
530330047003,0.16897788643836975,3345,0.8110612855007474,0.1312406576980568,0.04932735426008968,0.00837070254110613,0,0.9916292974588938,0.00837070254110613
530330047004,0.1250367909669876,3301,0.8385337776431384,0.14026052711299605,0.021205695243865494,0,0,1,0
530330048001,0.02997299097478389,1298,0.8443759630200308,0.15562403697996918,0,0,0,1,0
530330043011,0.04798667877912521,1329,0.582392776523702,0.34462001504890893,0.07298720842738901,0,0,1,0
530330297002,0.0990864634513855,1338,0.6756352765321375,0.15097159940209268,0.08520179372197309,0.08819133034379671,0,0.9118086696562033,0.08819133034379671
530330058012,0.10862641781568529,1521,0.8323471400394478,0.13149243918474687,0.015779092702169626,0.020381328073635765,0,0.9796186719263642,0.020381328073635765
530330096001,0.02846426330506801,929,0.9623250807319699,0.015069967707212056,0.022604951560818085,0,0,1,0
530330208003,0.04677014797925949,907,0.8930540242557883,0.07717750826901874,0.022050716648291068,0.007717750826901874,0,0.9922822491730982,0.007717750826901874
530330206003,0.02899917773902416,1017,0.816125860373648,0.05604719764011799,0.09144542772861357,0.03638151425762045,0,0.9636184857423795,0.03638151425762045
530330207003,0.07535134255886078,1280,0.7375,0.15078125,0.10546875,0,0.00625,0.99375,0.00625
530330207002,0.07020246982574463,1386,0.5981240981240982,0.15223665223665223,0.1673881673881674,0.05339105339105339,0.02886002886002886,0.9177489177489178,0.08225108225108226
530330208001,0.07967856526374817,1294,0.7666151468315301,0.14992272024729522,0.05873261205564142,0.017001545595054096,0.0077279752704791345,0.9752704791344667,0.02472952086553323
530330208002,0.06052711978554725,1106,0.8933092224231465,0.08860759493670886,0.012658227848101266,0.0054249547920434,0,0.9945750452079566,0.0054249547920434
530330030001,0.06764524430036545,1607,0.9085252022401992,0.05102675793403858,0.04044803982576229,0,0,1,0
530330052003,0.02681096456944942,1097,0.7347310847766636,0.1640838650865998,0.024612579762989972,0.07657247037374658,0,0.9234275296262534,0.07657247037374658
530330206002,0.02338086068630218,796,0.7839195979899497,0.15954773869346733,0.04271356783919598,0.013819095477386936,0,0.9861809045226131,0.013819095477386936
530330210001,0.04102321341633797,1138,0.8014059753954306,0.18541300527240773,0.013181019332161687,0,0,1,0
530330087001,0.06448251008987427,1563,0.9065898912348048,0.08125399872040946,0.01215611004478567,0,0,1,0
530330052002,0.03750201314687729,1564,0.30115089514066495,0.4629156010230179,0.22634271099744246,0.00959079283887468,0,0.9904092071611253,0.00959079283887468
530330211003,0.09344174712896348,1428,0.5980392156862745,0.2766106442577031,0.08403361344537816,0.0350140056022409,0.0063025210084033615,0.9586834733893558,0.04131652661064426
530330229021,0.08912322670221329,1611,0.5847299813780261,0.2576039726877716,0.12166356300434512,0,0.03600248292985723,0.9639975170701428,0.03600248292985723
530330220035,0.03661001846194267,1026,0.5126705653021443,0.27485380116959063,0.03216374269005848,0.14132553606237816,0.03898635477582846,0.8196881091617934,0.18031189083820662
530330002004,0.05225948616862297,1001,0.6543456543456544,0.21478521478521478,0.11288711288711288,0.016983016983016984,9.99000999000999e-4,0.9820179820179821,0.017982017982017984
